Model,Dataset,Image,Threshold,threshold_source,thin_definition,disk_diameter_px,optic_disc_source,tau_thin_px,thin_gt_pixels_proxy,thin_tp_pixels,thin_vessel_sensitivity_proxy,PredictionPath,GTPath
FSG-Net-HRF,CHASEDB1,Image_04R,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",156.8,annotation_csv,2.8224,2470,1174,0.47530364372469636,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_04R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_04R.png
FSG-Net-HRF,CHASEDB1,Image_05L,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",180.8,auto_detected,3.2544,2943,2002,0.6802582398912674,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_05L.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_05L.png
FSG-Net-HRF,CHASEDB1,Image_05R,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",184.8,auto_detected,3.3264,3705,2340,0.631578947368421,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_05R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_05R.png
FSG-Net-HRF,CHASEDB1,Image_06L,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",204.8,auto_detected,3.6864,3212,1690,0.5261519302615193,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_06L.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_06L.png
FSG-Net-HRF,CHASEDB1,Image_06R,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",169.58,auto_detected,3.05244,4389,2185,0.49783549783549785,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_06R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_06R.png
FSG-Net-HRF,CHASEDB1,Image_07L,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",194.56,auto_detected,3.50208,4141,2176,0.5254769379376962,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_07L.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_07L.png
FSG-Net-HRF,CHASEDB1,Image_07R,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",201.6,fallback_fov_center,3.6287999999999996,3669,1815,0.4946852003270646,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_07R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_07R.png
FSG-Net-HRF,CHASEDB1,Image_08L,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",192.21,auto_detected,3.45978,2869,1379,0.4806552805855699,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_08L.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_08L.png
FSG-Net-HRF,CHASEDB1,Image_08R,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",200.43,auto_detected,3.6077399999999997,2327,1184,0.5088096261280619,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_08R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_08R.png
FSG-Net-HRF,CHASEDB1,Image_09L,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",176.8,auto_detected,3.1824,2317,1485,0.6409149762624082,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_09L.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_09L.png
FSG-Net-HRF,CHASEDB1,Image_09R,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",184.8,auto_detected,3.3264,2786,1480,0.5312275664034458,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_09R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_09R.png
FSG-Net-HRF,CHASEDB1,Image_10L,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",196.64,auto_detected,3.5395199999999996,4178,1922,0.4600287218764959,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_10L.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_10L.png
FSG-Net-HRF,CHASEDB1,Image_10R,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",197.67,auto_detected,3.5580599999999993,5189,2521,0.4858354210830603,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_10R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_10R.png
FSG-Net-HRF,CHASEDB1,Image_11L,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",160.8,auto_detected,2.8944,3905,2755,0.70550576184379,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_11L.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_11L.png
FSG-Net-HRF,CHASEDB1,Image_11R,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",180.8,auto_detected,3.2544,2285,1430,0.6258205689277899,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_11R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_11R.png
FSG-Net-HRF,CHASEDB1,Image_12L,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",180.8,auto_detected,3.2544,2691,1069,0.3972500929022668,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_12L.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_12L.png
FSG-Net-HRF,CHASEDB1,Image_12R,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",196.8,auto_detected,3.5423999999999998,3799,2068,0.5443537773098184,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_12R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_12R.png
FSG-Net-HRF,CHASEDB1,Image_13L,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",197.23,auto_detected,3.5501399999999994,1820,838,0.4604395604395604,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_13L.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_13L.png
FSG-Net-HRF,CHASEDB1,Image_13R,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",190.12,auto_detected,3.42216,2561,1287,0.5025380710659898,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_13R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_13R.png
FSG-Net-HRF,CHASEDB1,Image_14L,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",168.8,auto_detected,3.0383999999999998,1508,1016,0.6737400530503979,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_14L.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_14L.png
FSG-Net-HRF,CHASEDB1,Image_14R,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",180.8,auto_detected,3.2544,1076,482,0.4479553903345725,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\CHASEDB1\pred_masks\Image_14R.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\CHASEDB1\masks\Image_14R.png
FSG-Net-HRF,DualModal2019,DualModal2019_A1_L4,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",157.89,auto_detected,2.8420199999999993,2887,1951,0.6757880152407343,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_A1_L4.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_A1_L4.png
FSG-Net-HRF,DualModal2019,DualModal2019_A1_R2,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",184.35,auto_detected,3.3183,6573,4863,0.7398448197170242,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_A1_R2.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_A1_R2.png
FSG-Net-HRF,DualModal2019,DualModal2019_A2_R2,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",202.37,auto_detected,3.64266,6048,4650,0.7688492063492064,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_A2_R2.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_A2_R2.png
FSG-Net-HRF,DualModal2019,DualModal2019_A3_L1,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",184.35,auto_detected,3.3183,4224,3386,0.8016098484848485,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_A3_L1.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_A3_L1.png
FSG-Net-HRF,DualModal2019,DualModal2019_A3_R1,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",167.86,auto_detected,3.02148,7163,5801,0.8098562055004886,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_A3_R1.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_A3_R1.png
FSG-Net-HRF,DualModal2019,DualModal2019_A4_L3,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",193.4,auto_detected,3.4812,4671,3719,0.7961892528366517,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_A4_L3.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_A4_L3.png
FSG-Net-HRF,DualModal2019,DualModal2019_A4_R2,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",198.25,auto_detected,3.5685,5678,5090,0.896442409299049,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_A4_R2.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_A4_R2.png
FSG-Net-HRF,DualModal2019,DualModal2019_A5_R4,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",218.97,auto_detected,3.9414599999999997,5527,4742,0.8579699656233037,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_A5_R4.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_A5_R4.png
FSG-Net-HRF,DualModal2019,DualModal2019_A6_L2,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",163.94,auto_detected,2.9509199999999995,4745,3835,0.8082191780821918,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_A6_L2.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_A6_L2.png
FSG-Net-HRF,DualModal2019,DualModal2019_A6_R3,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",169.94,auto_detected,3.0589199999999996,6542,5471,0.8362885967594008,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_A6_R3.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_A6_R3.png
FSG-Net-HRF,DualModal2019,DualModal2019_A7_L1,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",160.82,auto_detected,2.8947599999999998,7901,5836,0.7386406783951398,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_A7_L1.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_A7_L1.png
FSG-Net-HRF,DualModal2019,DualModal2019_A7_R1,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",154.5,auto_detected,2.7809999999999997,4757,3719,0.7817952491065798,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_A7_R1.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_A7_R1.png
FSG-Net-HRF,DualModal2019,DualModal2019_C1_L4,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",167.59,auto_detected,3.0166199999999996,5336,4353,0.8157796101949025,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_C1_L4.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_C1_L4.png
FSG-Net-HRF,DualModal2019,DualModal2019_C1_R4,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",157.62,annotation_csv,2.83716,6507,5236,0.8046718918088213,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_C1_R4.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_C1_R4.png
FSG-Net-HRF,DualModal2019,DualModal2019_C2_L4,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",175.4,auto_detected,3.1572,4584,3700,0.8071553228621291,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_C2_L4.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_C2_L4.png
FSG-Net-HRF,DualModal2019,DualModal2019_C2_R3,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",162.22,auto_detected,2.9199599999999997,6852,5821,0.8495329830706363,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_C2_R3.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_C2_R3.png
FSG-Net-HRF,DualModal2019,DualModal2019_C3_L1,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",186.34,auto_detected,3.35412,5496,4473,0.8138646288209607,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_C3_L1.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_C3_L1.png
FSG-Net-HRF,DualModal2019,DualModal2019_C3_R1,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",178.15,annotation_csv,3.2066999999999997,5180,4319,0.8337837837837838,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_C3_R1.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_C3_R1.png
FSG-Net-HRF,DualModal2019,DualModal2019_C4_L2,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",197.44,auto_detected,3.5539199999999997,4441,2939,0.6617878856113488,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_C4_L2.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_C4_L2.png
FSG-Net-HRF,DualModal2019,DualModal2019_C4_R2,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",201.33,auto_detected,3.62394,4245,2989,0.7041224970553592,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_C4_R2.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_C4_R2.png
FSG-Net-HRF,DualModal2019,DualModal2019_C5_L1,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",174.39,auto_detected,3.1390199999999995,5587,4811,0.8611061392518347,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_C5_L1.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_C5_L1.png
FSG-Net-HRF,DualModal2019,DualModal2019_C5_R1,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",157.41,auto_detected,2.8333799999999996,6504,5604,0.8616236162361623,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_C5_R1.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_C5_R1.png
FSG-Net-HRF,DualModal2019,DualModal2019_C6_L2,0.55,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",164.36,auto_detected,2.95848,4361,3533,0.8101352900710846,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FSG-Net-HRF\test_data\DualModal2019\pred_masks\DualModal2019_C6_L2.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\DualModal2019\masks\DualModal2019_C6_L2.png
